Experiment	bias spectroscopy	
Date	26.08.2016 14:49:02	
User		
X (m)	59.9268E-9	
Y (m)	127.448E-9	
Z (m)	-81.4586E-9	
Z offset (m)	0E+0	
Settling time (s)	10E-3	
Integration time (s)	15E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	Current (A)	LIX 1 omega (A)	Current [bwd] (A)	LIX 1 omega [bwd] (A)
178.000E-3	338.733E-12	8.48607E-12	339.254E-12	8.55532E-12
180.000E-3	342.268E-12	8.31145E-12	342.743E-12	8.42952E-12
182.000E-3	346.046E-12	8.24864E-12	346.308E-12	8.32715E-12
184.000E-3	349.462E-12	8.24148E-12	349.885E-12	8.32337E-12
186.000E-3	353.222E-12	8.29604E-12	353.023E-12	8.19266E-12
188.000E-3	356.139E-12	8.16168E-12	356.715E-12	8.13052E-12
190.000E-3	359.909E-12	8.10916E-12	359.855E-12	8.09163E-12
192.000E-3	362.931E-12	8.04063E-12	363.394E-12	8.05491E-12
194.000E-3	366.752E-12	8.08491E-12	366.773E-12	8.02215E-12
196.000E-3	369.834E-12	7.99160E-12	370.451E-12	8.02667E-12
198.000E-3	373.459E-12	8.00571E-12	373.750E-12	7.91761E-12
200.000E-3	376.756E-12	7.99558E-12	377.329E-12	7.95471E-12
202.000E-3	380.286E-12	7.91228E-12	380.432E-12	8.00019E-12
204.000E-3	383.524E-12	7.94419E-12	384.037E-12	7.97737E-12
206.000E-3	386.866E-12	7.85514E-12	387.246E-12	7.85397E-12
208.000E-3	390.205E-12	7.80659E-12	390.697E-12	7.80902E-12
210.000E-3	393.401E-12	7.73840E-12	394.106E-12	7.73575E-12
212.000E-3	396.965E-12	7.77643E-12	397.430E-12	7.68156E-12
214.000E-3	400.246E-12	7.83844E-12	400.747E-12	7.77722E-12
216.000E-3	403.987E-12	8.04600E-12	403.908E-12	7.92770E-12
218.000E-3	407.128E-12	8.11523E-12	407.387E-12	8.01894E-12
220.000E-3	411.012E-12	8.25418E-12	410.554E-12	8.15482E-12
222.000E-3	414.119E-12	8.29137E-12	414.461E-12	8.37475E-12
224.000E-3	417.985E-12	8.30247E-12	417.692E-12	8.30221E-12
226.000E-3	420.884E-12	8.28903E-12	421.486E-12	8.20523E-12
228.000E-3	424.840E-12	8.25897E-12	425.032E-12	8.23335E-12
230.000E-3	427.595E-12	8.17500E-12	428.729E-12	8.24143E-12
232.000E-3	431.653E-12	8.16533E-12	431.796E-12	8.12432E-12
234.000E-3	434.635E-12	8.19906E-12	435.331E-12	8.13825E-12
236.000E-3	438.644E-12	8.16647E-12	438.712E-12	8.15502E-12
238.000E-3	441.696E-12	8.29801E-12	442.097E-12	8.23040E-12
240.000E-3	445.729E-12	8.33573E-12	445.799E-12	8.29768E-12
242.000E-3	448.781E-12	8.34106E-12	449.284E-12	8.38423E-12
244.000E-3	452.642E-12	8.37691E-12	452.969E-12	8.34139E-12
246.000E-3	455.862E-12	8.41163E-12	456.513E-12	8.46044E-12
248.000E-3	459.791E-12	8.37219E-12	460.069E-12	8.43247E-12
250.000E-3	463.206E-12	8.40000E-12	463.530E-12	8.40823E-12
252.000E-3	466.941E-12	8.48967E-12	466.999E-12	8.51166E-12
254.000E-3	470.563E-12	8.38141E-12	470.375E-12	8.38856E-12
256.000E-3	474.212E-12	8.37449E-12	474.393E-12	8.43313E-12
258.000E-3	477.653E-12	8.39522E-12	477.850E-12	8.41181E-12
260.000E-3	481.353E-12	8.34171E-12	481.875E-12	8.42744E-12
262.000E-3	484.966E-12	8.28435E-12	485.151E-12	8.31781E-12
264.000E-3	488.487E-12	8.26656E-12	489.075E-12	8.14809E-12
266.000E-3	491.781E-12	8.11847E-12	492.140E-12	8.29437E-12
268.000E-3	495.231E-12	8.16498E-12	495.741E-12	8.19979E-12
270.000E-3	498.572E-12	8.22128E-12	498.763E-12	8.24113E-12
272.000E-3	502.299E-12	8.20170E-12	502.205E-12	8.24399E-12
274.000E-3	505.434E-12	8.15172E-12	505.525E-12	8.11884E-12
276.000E-3	508.882E-12	8.12249E-12	509.165E-12	8.16161E-12
278.000E-3	512.241E-12	8.11256E-12	512.897E-12	8.10409E-12
280.000E-3	515.891E-12	8.07712E-12	516.445E-12	8.09838E-12
282.000E-3	519.436E-12	8.03985E-12	520.254E-12	8.14322E-12
284.000E-3	523.125E-12	8.00016E-12	523.453E-12	8.07315E-12
286.000E-3	526.491E-12	8.12937E-12	527.072E-12	8.11513E-12
288.000E-3	529.718E-12	8.08559E-12	530.081E-12	8.03587E-12
290.000E-3	533.463E-12	7.93631E-12	533.310E-12	8.03852E-12
292.000E-3	536.982E-12	8.13693E-12	536.712E-12	8.09484E-12
294.000E-3	540.665E-12	8.11112E-12	540.239E-12	8.04031E-12
296.000E-3	544.412E-12	8.10311E-12	544.124E-12	8.05670E-12
298.000E-3	547.781E-12	8.14295E-12	547.418E-12	8.14772E-12
300.000E-3	550.691E-12	8.19063E-12	551.099E-12	8.21261E-12
302.000E-3	554.041E-12	8.14734E-12	554.224E-12	8.24439E-12
304.000E-3	557.617E-12	8.20921E-12	557.693E-12	8.15566E-12
306.000E-3	561.006E-12	8.15641E-12	560.750E-12	8.23048E-12
308.000E-3	564.353E-12	8.10118E-12	564.367E-12	8.05611E-12
310.000E-3	567.466E-12	8.05762E-12	567.996E-12	8.19921E-12
312.000E-3	570.927E-12	8.03162E-12	571.321E-12	8.14679E-12
314.000E-3	574.584E-12	8.09716E-12	575.240E-12	8.21259E-12
316.000E-3	577.865E-12	8.20866E-12	578.798E-12	8.18648E-12
318.000E-3	581.344E-12	8.09539E-12	582.204E-12	8.11799E-12
320.000E-3	584.913E-12	8.19577E-12	585.315E-12	8.22750E-12
322.000E-3	588.327E-12	8.24491E-12	588.533E-12	8.25143E-12
324.000E-3	592.072E-12	8.36458E-12	591.782E-12	8.25317E-12
326.000E-3	595.492E-12	8.36261E-12	595.516E-12	8.37082E-12
328.000E-3	599.422E-12	8.39329E-12	599.233E-12	8.31309E-12
330.000E-3	602.832E-12	8.53961E-12	603.005E-12	8.43887E-12
332.000E-3	606.981E-12	8.49471E-12	607.024E-12	8.44035E-12
334.000E-3	610.081E-12	8.52335E-12	610.621E-12	8.46177E-12
336.000E-3	614.067E-12	8.56665E-12	614.276E-12	8.60495E-12
338.000E-3	617.473E-12	8.59417E-12	617.840E-12	8.78916E-12
340.000E-3	621.566E-12	8.78739E-12	621.261E-12	8.70782E-12
342.000E-3	624.795E-12	8.89131E-12	625.143E-12	8.91522E-12
344.000E-3	628.996E-12	9.03838E-12	628.697E-12	8.87236E-12
346.000E-3	632.927E-12	9.10333E-12	632.973E-12	9.09053E-12
348.000E-3	636.943E-12	9.37901E-12	636.581E-12	9.19175E-12
350.000E-3	640.469E-12	9.37430E-12	640.775E-12	9.46030E-12
352.000E-3	644.453E-12	9.49494E-12	644.613E-12	9.55238E-12
354.000E-3	648.245E-12	9.55287E-12	648.624E-12	9.68642E-12
356.000E-3	652.144E-12	9.65592E-12	652.350E-12	9.82590E-12
358.000E-3	656.214E-12	9.75828E-12	656.360E-12	9.77227E-12
360.000E-3	660.737E-12	9.84349E-12	660.616E-12	9.85172E-12
362.000E-3	665.141E-12	9.99558E-12	664.974E-12	10.0363E-12
364.000E-3	669.469E-12	10.0907E-12	669.702E-12	10.0753E-12
366.000E-3	673.929E-12	10.1739E-12	674.213E-12	10.1224E-12
368.000E-3	678.247E-12	10.2177E-12	678.751E-12	10.1179E-12
370.000E-3	682.472E-12	10.1954E-12	683.066E-12	10.1705E-12
372.000E-3	686.307E-12	10.2976E-12	687.344E-12	10.4208E-12
374.000E-3	691.010E-12	10.3024E-12	691.347E-12	10.2615E-12
376.000E-3	695.584E-12	10.3755E-12	695.430E-12	10.3659E-12
378.000E-3	700.387E-12	10.3131E-12	699.811E-12	10.4426E-12
380.000E-3	704.488E-12	10.3572E-12	704.089E-12	10.2848E-12
382.000E-3	709.348E-12	10.3052E-12	708.672E-12	10.2671E-12
384.000E-3	713.116E-12	10.1875E-12	713.047E-12	10.2977E-12
386.000E-3	717.850E-12	10.2344E-12	717.482E-12	10.2468E-12
388.000E-3	721.399E-12	10.0139E-12	721.611E-12	10.0637E-12
390.000E-3	725.832E-12	9.88880E-12	725.836E-12	9.83459E-12
392.000E-3	729.614E-12	9.84736E-12	730.061E-12	9.73807E-12
394.000E-3	734.012E-12	9.71194E-12	734.122E-12	9.75235E-12
396.000E-3	737.957E-12	9.61982E-12	738.214E-12	9.50511E-12
398.000E-3	742.278E-12	9.46638E-12	742.645E-12	9.43667E-12
400.000E-3	745.666E-12	9.37830E-12	746.512E-12	9.30984E-12
402.000E-3	750.156E-12	9.31888E-12	751.272E-12	9.42287E-12
404.000E-3	753.628E-12	9.34113E-12	754.574E-12	9.30867E-12
406.000E-3	758.202E-12	9.19427E-12	759.009E-12	9.27434E-12
408.000E-3	761.655E-12	9.23510E-12	761.554E-12	9.09520E-12
410.000E-3	766.351E-12	9.05212E-12	766.098E-12	9.08016E-12
412.000E-3	769.564E-12	9.00835E-12	769.438E-12	9.08223E-12
414.000E-3	774.197E-12	8.88061E-12	774.231E-12	8.86070E-12
416.000E-3	777.071E-12	8.82060E-12	777.357E-12	8.75254E-12
418.000E-3	781.736E-12	8.80888E-12	781.937E-12	8.68017E-12
420.000E-3	784.883E-12	8.81732E-12	785.179E-12	8.49761E-12
422.000E-3	789.306E-12	8.74435E-12	789.194E-12	8.65841E-12
424.000E-3	792.211E-12	8.57379E-12	792.236E-12	8.66648E-12
426.000E-3	796.329E-12	8.66243E-12	795.885E-12	8.55152E-12
428.000E-3	799.721E-12	8.51210E-12	799.239E-12	8.65891E-12
430.000E-3	803.627E-12	8.58856E-12	803.186E-12	8.53923E-12
432.000E-3	806.964E-12	8.44942E-12	806.711E-12	8.58231E-12
434.000E-3	810.265E-12	8.42983E-12	810.620E-12	8.51416E-12
436.000E-3	814.046E-12	8.48445E-12	814.144E-12	8.36151E-12
438.000E-3	817.166E-12	8.50538E-12	817.763E-12	8.33117E-12
440.000E-3	820.690E-12	8.35557E-12	820.589E-12	8.23838E-12
442.000E-3	823.997E-12	8.24318E-12	824.337E-12	8.29416E-12
444.000E-3	827.093E-12	8.17161E-12	827.836E-12	8.26975E-12
446.000E-3	830.936E-12	8.14045E-12	831.707E-12	8.28182E-12
448.000E-3	834.394E-12	8.33036E-12	834.952E-12	8.17874E-12
450.000E-3	838.424E-12	8.13779E-12	839.046E-12	8.17104E-12
452.000E-3	841.597E-12	8.16088E-12	842.740E-12	8.19130E-12
454.000E-3	846.231E-12	8.30489E-12	846.832E-12	8.17258E-12
456.000E-3	849.359E-12	8.15345E-12	849.894E-12	8.31391E-12
458.000E-3	853.754E-12	8.20135E-12	853.083E-12	8.25616E-12
460.000E-3	856.623E-12	8.37369E-12	856.205E-12	8.28690E-12
462.000E-3	860.771E-12	8.26595E-12	859.771E-12	8.24896E-12
464.000E-3	863.258E-12	8.32948E-12	862.682E-12	8.22578E-12
466.000E-3	867.554E-12	8.42652E-12	866.875E-12	8.30291E-12
468.000E-3	870.368E-12	8.24205E-12	869.722E-12	8.20785E-12
470.000E-3	874.296E-12	8.24307E-12	874.198E-12	8.27564E-12
472.000E-3	877.209E-12	8.18988E-12	876.882E-12	8.31446E-12
474.000E-3	881.161E-12	8.14819E-12	881.042E-12	8.26790E-12
476.000E-3	883.873E-12	8.15605E-12	883.260E-12	8.16389E-12
478.000E-3	888.092E-12	7.98634E-12	887.892E-12	8.18264E-12
480.000E-3	890.724E-12	7.97272E-12	890.939E-12	8.00785E-12
482.000E-3	894.959E-12	7.86977E-12	895.211E-12	7.91945E-12
484.000E-3	896.968E-12	7.87210E-12	898.228E-12	7.77326E-12
486.000E-3	901.153E-12	7.69193E-12	902.034E-12	7.70295E-12
488.000E-3	903.674E-12	7.53798E-12	904.577E-12	7.69910E-12
490.000E-3	908.167E-12	7.68829E-12	908.301E-12	7.67578E-12
492.000E-3	910.853E-12	7.50155E-12	911.053E-12	7.62646E-12
494.000E-3	914.766E-12	7.62465E-12	914.806E-12	7.65971E-12
496.000E-3	917.621E-12	7.66884E-12	917.675E-12	7.70181E-12
498.000E-3	921.141E-12	7.70636E-12	921.075E-12	7.64273E-12
500.000E-3	924.090E-12	7.71000E-12	924.024E-12	7.67552E-12
